"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 01월 07일","156,000","156,000","156,000","156,000","-","0.00%"
"2018년 01월 05일","156,000","157,000","158,000","152,000","1.06M","0.00%"
"2018년 01월 04일","156,000","152,500","159,000","149,500","2.25M","4.70%"
"2018년 01월 03일","149,000","150,500","151,000","145,500","1.15M","1.71%"
"2018년 01월 02일","146,500","140,000","147,000","139,500","1.34M","6.93%"
"2018년 01월 01일","137,000","137,000","137,000","137,000","-","0.00%"
"2017년 12월 28일","137,000","139,500","141,500","134,500","944.40K","-1.79%"
"2017년 12월 27일","139,500","130,000","140,000","129,500","1.56M","10.71%"
"2017년 12월 26일","126,000","130,500","130,500","125,000","725.51K","-2.70%"
"2017년 12월 25일","129,500","129,500","129,500","129,500","-","0.00%"
"2017년 12월 22일","129,500","128,000","130,500","126,500","584.48K","0.39%"
"2017년 12월 21일","129,000","134,000","134,000","129,000","712.31K","-3.37%"
"2017년 12월 20일","133,500","135,000","137,500","133,500","389.23K","-1.48%"
"2017년 12월 19일","135,500","133,500","136,500","131,500","679.30K","0.74%"
"2017년 12월 18일","134,500","138,000","139,500","133,500","1.46M","-5.61%"
"2017년 12월 17일","142,500","142,500","142,500","142,500","-","0.00%"
"2017년 12월 15일","142,500","144,500","145,000","142,000","306.22K","-1.04%"
"2017년 12월 14일","144,000","142,000","145,000","142,000","638.68K","2.13%"
"2017년 12월 13일","141,000","141,000","142,000","138,500","282.39K","0.00%"
"2017년 12월 12일","141,000","139,500","143,500","138,000","439.92K","0.71%"
"2017년 12월 11일","140,000","140,500","140,500","138,000","283.64K","1.08%"
"2017년 12월 10일","138,500","138,500","138,500","138,500","0.73K","0.00%"
"2017년 12월 08일","138,500","137,000","140,500","137,000","563.21K","2.21%"
"2017년 12월 07일","135,500","138,000","139,000","133,000","812.09K","-1.81%"
"2017년 12월 06일","138,000","139,500","143,000","138,000","467.02K","-1.78%"
"2017년 12월 05일","140,500","139,000","141,000","134,000","732.94K","0.72%"
"2017년 12월 04일","139,500","140,500","143,000","138,500","479.65K","-0.36%"
"2017년 12월 03일","140,000","140,000","140,000","140,000","1.25K","0.00%"
"2017년 12월 01일","140,000","136,500","141,000","136,500","864.63K","2.56%"
"2017년 11월 30일","136,500","145,000","145,500","135,000","1.78M","-5.86%"
"2017년 11월 29일","145,000","146,000","146,500","142,000","905.80K","-0.34%"
"2017년 11월 28일","145,500","147,500","148,000","145,000","648.99K","-1.36%"
"2017년 11월 27일","147,500","147,500","151,000","147,000","769.55K","-0.34%"
"2017년 11월 26일","148,000","148,000","148,000","148,000","0.22K","0.00%"
"2017년 11월 24일","148,000","150,000","153,500","146,500","1.15M","-1.00%"
"2017년 11월 23일","149,500","155,000","156,000","149,500","1.17M","-3.24%"
"2017년 11월 22일","154,500","161,000","161,500","153,000","1.71M","-4.04%"
"2017년 11월 21일","161,000","161,500","166,000","160,000","1.24M","0.63%"
"2017년 11월 20일","160,000","158,500","161,000","158,000","710.50K","1.59%"
"2017년 11월 19일","157,500","157,500","157,500","157,500","0.06K","0.00%"
"2017년 11월 17일","157,500","155,500","159,500","154,500","715.38K","1.94%"
"2017년 11월 16일","154,500","154,000","155,500","152,000","418.66K","0.32%"
"2017년 11월 15일","154,000","155,500","156,000","153,500","488.97K","-0.65%"
"2017년 11월 14일","155,000","154,000","156,000","152,500","515.08K","0.65%"
"2017년 11월 13일","154,000","153,000","155,500","152,000","601.75K","0.98%"
"2017년 11월 12일","152,500","152,500","152,500","152,500","0.74K","0.00%"
"2017년 11월 10일","152,500","151,000","156,000","150,000","734.15K","0.00%"
"2017년 11월 09일","152,500","159,500","162,500","149,500","1.63M","-3.17%"
"2017년 11월 08일","157,500","154,500","158,000","154,000","808.03K","2.27%"
"2017년 11월 07일","154,000","153,500","155,000","152,000","478.23K","0.65%"
"2017년 11월 06일","153,000","153,500","154,000","151,500","495.26K","0.33%"
"2017년 11월 05일","152,500","152,500","152,500","152,500","0.69K","0.00%"
"2017년 11월 03일","152,500","151,000","153,000","146,500","622.06K","1.67%"
"2017년 11월 02일","150,000","152,500","153,000","149,000","505.65K","-0.66%"
"2017년 11월 01일","151,000","145,000","151,500","143,000","1.02M","4.86%"
"2017년 10월 31일","144,000","143,000","146,000","142,500","463.58K","1.41%"
"2017년 10월 30일","142,000","144,000","146,500","140,500","650.33K","-1.05%"
"2017년 10월 29일","143,500","143,500","143,500","143,500","6.16K","0.00%"
"2017년 10월 27일","143,500","139,500","143,500","136,500","1.03M","2.50%"
"2017년 10월 26일","140,000","145,500","145,500","139,000","1.89M","-4.11%"
"2017년 10월 25일","146,000","151,500","152,000","145,000","760.26K","-2.67%"
"2017년 10월 24일","150,000","151,000","153,000","150,000","463.84K","-0.66%"
"2017년 10월 23일","151,000","149,000","151,500","147,500","560.26K","0.67%"
"2017년 10월 22일","150,000","150,000","150,000","150,000","0.28K","0.00%"
"2017년 10월 20일","150,000","149,000","151,500","148,000","661.72K","2.04%"
"2017년 10월 19일","147,000","149,000","151,500","145,000","1.06M","-1.01%"
"2017년 10월 18일","148,500","156,500","156,500","147,500","1.63M","-5.71%"
"2017년 10월 17일","157,500","157,000","159,000","153,000","714.67K","0.96%"
"2017년 10월 16일","156,000","150,500","157,000","146,000","1.72M","2.30%"
"2017년 10월 15일","152,500","152,500","152,500","152,500","3.16K","0.00%"
"2017년 10월 13일","152,500","160,000","168,000","151,500","2.52M","-4.39%"
"2017년 10월 12일","159,500","151,500","159,500","151,000","1.30M","5.98%"
"2017년 10월 11일","150,500","149,500","151,500","148,000","521.94K","1.01%"
"2017년 10월 10일","149,000","147,000","149,500","145,500","830.87K","3.47%"
"2017년 10월 09일","144,000","144,000","144,000","144,000","0.12K","0.00%"
"2017년 09월 29일","144,000","140,500","145,000","139,500","747.58K","3.23%"
"2017년 09월 28일","139,500","140,500","141,000","139,000","318.70K","-0.71%"
"2017년 09월 27일","140,500","141,500","142,000","139,500","454.45K","-0.35%"
"2017년 09월 26일","141,000","138,500","141,500","138,500","545.55K","1.81%"
"2017년 09월 25일","138,500","136,000","140,500","134,000","688.79K","0.00%"
"2017년 09월 24일","138,500","138,500","138,500","138,500","2.62K","0.00%"
"2017년 09월 22일","138,500","140,000","142,500","137,000","914.39K","-2.46%"
"2017년 09월 21일","142,000","144,000","144,500","139,500","812.38K","-0.35%"
"2017년 09월 20일","142,500","138,000","144,000","138,000","1.31M","4.01%"
"2017년 09월 19일","137,000","135,000","137,000","132,000","642.55K","1.11%"
"2017년 09월 18일","135,500","136,500","137,500","135,000","712.20K","0.00%"
"2017년 09월 17일","135,500","135,500","135,500","135,500","0.22K","0.00%"
"2017년 09월 15일","135,500","132,500","136,000","131,000","1.14M","2.65%"
"2017년 09월 14일","132,000","129,000","133,000","128,500","2.48M","3.53%"
"2017년 09월 13일","127,500","130,000","130,000","127,000","964.33K","-2.30%"
"2017년 09월 12일","130,500","130,500","131,000","128,500","637.20K","0.00%"
"2017년 09월 11일","130,500","130,000","132,000","129,500","660.70K","0.77%"
"2017년 09월 10일","129,500","129,500","129,500","129,500","0.11K","0.00%"
"2017년 09월 08일","129,500","128,000","130,000","127,500","650.43K","1.97%"
"2017년 09월 07일","127,000","128,000","129,000","126,500","633.60K","-0.78%"
"2017년 09월 06일","128,000","126,000","129,000","125,000","1.08M","1.99%"
"2017년 09월 05일","125,500","121,500","126,000","120,500","1.04M","5.02%"
"2017년 09월 04일","119,500","117,500","122,000","117,500","722.73K","-2.05%"
"2017년 09월 03일","122,000","122,000","122,000","122,000","0.04K","0.00%"
"2017년 09월 01일","122,000","123,000","123,000","120,000","506.83K","-0.81%"
"2017년 08월 31일","123,000","123,000","124,500","122,000","613.06K","0.82%"
"2017년 08월 30일","122,000","122,500","125,000","122,000","1.27M","2.52%"
"2017년 08월 29일","119,000","117,000","120,000","116,500","672.13K","0.85%"
"2017년 08월 28일","118,000","118,000","118,500","116,500","297.17K","0.43%"
"2017년 08월 25일","117,500","117,500","118,500","116,500","409.57K","0.86%"
"2017년 08월 24일","116,500","115,500","118,500","115,500","491.10K","1.30%"
"2017년 08월 23일","115,000","116,500","116,500","114,500","283.59K","-0.43%"
"2017년 08월 22일","115,500","114,500","116,500","113,000","433.30K","1.32%"
"2017년 08월 21일","114,000","114,000","115,000","113,000","256.07K","0.44%"
"2017년 08월 20일","113,500","113,500","113,500","113,500","0.31K","0.00%"
"2017년 08월 18일","113,500","113,000","115,000","112,500","352.58K","-0.87%"
"2017년 08월 17일","114,500","115,500","116,000","113,500","357.45K","0.00%"
"2017년 08월 16일","114,500","114,500","115,000","113,500","543.37K","1.33%"
"2017년 08월 14일","113,000","112,500","114,000","111,000","700.10K","2.73%"
"2017년 08월 13일","110,000","110,000","110,000","110,000","-","0.00%"
"2017년 08월 11일","110,000","107,500","110,500","106,500","776.02K","1.38%"
"2017년 08월 10일","108,500","110,000","111,500","107,000","784.84K","0.00%"
"2017년 08월 09일","108,500","111,000","111,500","107,500","617.05K","-2.25%"
"2017년 08월 08일","111,000","110,500","113,500","110,500","474.55K","0.45%"
"2017년 08월 07일","110,500","111,000","112,500","108,000","674.98K","0.00%"
"2017년 08월 06일","110,500","110,500","110,500","110,500","4.82K","0.00%"
"2017년 08월 04일","110,500","113,500","115,500","110,000","926.51K","-3.49%"
"2017년 08월 03일","114,500","116,500","117,000","112,500","995.46K","0.00%"
"2017년 08월 02일","114,500","113,500","116,500","110,500","2.14M","-2.97%"
"2017년 08월 01일","118,000","121,500","124,500","117,000","2.47M","-1.67%"
"2017년 07월 31일","120,000","113,500","121,000","112,500","3.10M","8.11%"
"2017년 07월 30일","111,000","111,000","111,000","111,000","0.73K","0.00%"
"2017년 07월 28일","111,000","112,500","114,000","109,500","1.68M","1.37%"
"2017년 07월 27일","109,500","107,500","109,500","106,000","735.39K","3.79%"
"2017년 07월 26일","105,500","108,000","108,500","104,000","465.48K","-1.86%"
"2017년 07월 25일","107,500","109,500","110,000","107,000","322.42K","-1.38%"
"2017년 07월 24일","109,000","108,500","110,500","107,000","627.33K","0.93%"
"2017년 07월 23일","108,000","108,000","108,000","108,000","0.02K","0.00%"
"2017년 07월 21일","108,000","105,500","108,000","105,000","592.52K","2.86%"
"2017년 07월 20일","105,000","106,000","106,500","105,000","346.03K","0.00%"
"2017년 07월 19일","105,000","105,000","106,000","103,500","442.67K","1.45%"
"2017년 07월 18일","103,500","101,500","104,500","101,000","699.02K","2.99%"
"2017년 07월 17일","100,500","99,200","101,000","99,200","211.43K","1.52%"
"2017년 07월 16일","99,000","99,000","99,000","99,000","0.07K","0.00%"
"2017년 07월 14일","99,000","100,500","101,500","99,000","196.50K","-0.90%"
"2017년 07월 13일","99,900","99,200","100,500","98,500","316.94K","1.42%"
"2017년 07월 12일","98,500","98,500","99,900","97,600","620.30K","-1.99%"
"2017년 07월 11일","100,500","102,500","102,500","99,700","350.82K","-1.47%"
"2017년 07월 10일","102,000","102,500","103,500","101,000","354.98K","0.39%"
"2017년 07월 07일","101,600","103,500","103,700","100,200","992.11K","-2.40%"
"2017년 07월 06일","104,100","103,300","105,900","103,200","703.66K","1.56%"
"2017년 07월 05일","102,500","98,500","102,600","98,500","593.20K","4.27%"
"2017년 07월 04일","98,300","99,900","100,500","98,000","433.64K","-1.11%"
"2017년 07월 03일","99,400","102,400","102,700","99,100","462.18K","-2.07%"
"2017년 06월 30일","101,500","100,300","103,300","100,300","321.05K","0.00%"
"2017년 06월 29일","101,500","102,400","102,700","100,800","250.34K","0.69%"
"2017년 06월 28일","100,800","102,200","103,000","100,500","416.76K","-2.89%"
"2017년 06월 27일","103,800","100,700","104,400","100,400","666.72K","3.59%"
"2017년 06월 26일","100,200","101,700","102,100","99,700","387.69K","-1.28%"
"2017년 06월 25일","101,500","101,500","101,500","101,500","0.26K","0.00%"
"2017년 06월 23일","101,500","97,800","101,500","97,500","538.75K","3.57%"
"2017년 06월 22일","98,000","99,800","99,900","97,100","550.99K","-0.81%"
"2017년 06월 21일","98,800","100,200","100,300","98,000","950.90K","-2.66%"
"2017년 06월 20일","101,500","104,900","105,000","101,100","556.22K","-2.22%"
"2017년 06월 19일","103,800","102,400","104,500","102,400","394.34K","0.87%"
"2017년 06월 18일","102,900","102,900","102,900","102,900","1.54K","0.00%"
"2017년 06월 16일","102,900","105,300","105,400","102,100","943.24K","-2.46%"
"2017년 06월 15일","105,500","106,700","106,900","104,800","417.00K","-0.85%"
"2017년 06월 14일","106,400","108,100","108,400","105,000","670.46K","-0.47%"
"2017년 06월 13일","106,900","106,200","107,500","105,500","654.08K","1.81%"
"2017년 06월 12일","105,000","107,000","107,800","103,400","1.28M","-4.37%"
"2017년 06월 11일","109,800","109,800","109,800","109,800","0.72K","0.00%"
"2017년 06월 09일","109,800","108,500","110,000","107,900","587.61K","1.20%"
"2017년 06월 08일","108,500","108,800","110,100","106,700","991.81K","0.46%"
"2017년 06월 07일","108,000","105,000","108,300","104,200","1.02M","3.35%"
"2017년 06월 06일","104,500","104,500","104,500","104,500","0.12K","0.00%"
"2017년 06월 05일","104,500","101,500","104,600","101,200","837.52K","3.67%"
"2017년 06월 04일","100,800","100,800","100,800","100,800","0.03K","0.00%"
"2017년 06월 02일","100,800","99,200","100,900","99,200","601.19K","2.02%"
"2017년 06월 01일","98,800","99,000","99,400","98,200","267.81K","0.00%"
"2017년 05월 31일","98,800","98,200","99,400","98,200","542.45K","0.71%"
"2017년 05월 30일","98,100","99,500","99,700","98,000","450.48K","-1.11%"
"2017년 05월 29일","99,200","100,200","100,200","99,100","380.72K","-0.50%"
"2017년 05월 28일","99,700","99,700","99,700","99,700","0.02K","0.00%"
"2017년 05월 26일","99,700","99,200","101,000","99,100","493.73K","1.12%"
"2017년 05월 25일","98,600","99,900","99,900","98,600","371.87K","-0.90%"
"2017년 05월 24일","99,500","98,900","99,500","98,200","364.16K","0.51%"
"2017년 05월 23일","99,000","99,600","99,800","98,500","440.52K","-0.50%"
"2017년 05월 22일","99,500","99,000","99,500","97,700","584.27K","1.53%"
"2017년 05월 21일","98,000","98,000","98,000","98,000","0.47K","0.00%"
"2017년 05월 19일","98,000","95,500","98,400","95,500","862.67K","2.94%"
"2017년 05월 18일","95,200","94,000","95,500","93,800","491.98K","0.00%"
"2017년 05월 17일","95,200","95,500","95,600","94,200","366.13K","0.00%"
"2017년 05월 16일","95,200","94,500","95,400","94,100","521.20K","1.49%"
"2017년 05월 15일","93,800","95,800","96,300","93,500","633.29K","-2.09%"
"2017년 05월 14일","95,800","95,800","95,800","95,800","0.32K","0.00%"
"2017년 05월 12일","95,800","95,700","95,800","94,500","455.35K","0.63%"
"2017년 05월 11일","95,200","95,800","96,000","94,800","737.61K","1.28%"
"2017년 05월 10일","94,000","95,800","95,800","93,600","589.82K","-1.05%"
"2017년 05월 09일","95,000","95,000","95,000","95,000","0.69K","0.00%"
"2017년 05월 08일","95,000","94,200","95,000","93,400","604.24K","1.06%"
"2017년 05월 07일","94,000","94,000","94,000","94,000","0.62K","0.00%"
"2017년 05월 04일","94,000","93,800","94,900","93,200","640.74K","1.51%"
"2017년 05월 03일","92,600","92,600","92,600","92,600","-","0.00%"
"2017년 05월 02일","92,600","91,500","92,800","91,000","544.07K","2.43%"
"2017년 05월 01일","90,400","90,400","90,400","90,400","0.01K","0.00%"
"2017년 04월 28일","90,400","91,700","92,300","89,300","595.86K","-1.09%"
"2017년 04월 27일","91,400","93,000","93,000","91,200","485.57K","-1.30%"
"2017년 04월 26일","92,600","91,800","94,100","91,400","1.22M","1.98%"
"2017년 04월 25일","90,800","90,700","90,800","89,600","511.41K","0.67%"
"2017년 04월 24일","90,200","90,600","91,500","89,300","607.72K","0.22%"
"2017년 04월 23일","90,000","90,000","90,000","90,000","2.72K","0.00%"
"2017년 04월 21일","90,000","91,700","91,900","89,600","856.61K","-0.88%"
"2017년 04월 20일","90,800","88,900","91,100","88,200","1.55M","4.13%"
"2017년 04월 19일","87,200","87,000","88,600","86,500","685.55K","-1.13%"
"2017년 04월 18일","88,200","89,100","89,800","88,000","537.66K","-1.01%"
"2017년 04월 17일","89,100","90,000","90,300","88,400","746.91K","0.34%"
"2017년 04월 16일","88,800","88,800","88,800","88,800","0.40K","0.00%"
"2017년 04월 14일","88,800","87,800","90,200","87,500","1.14M","0.91%"
"2017년 04월 13일","88,000","85,700","88,500","85,600","1.36M","2.44%"
"2017년 04월 12일","85,900","85,700","86,200","85,100","463.48K","0.23%"
"2017년 04월 11일","85,700","84,700","86,200","84,100","721.04K","0.94%"
"2017년 04월 10일","84,900","87,100","87,100","84,200","782.31K","-1.96%"
"2017년 04월 09일","86,600","86,600","86,600","86,600","3.31K","0.00%"
"2017년 04월 07일","86,600","85,300","87,100","84,900","1.40M","2.49%"
"2017년 04월 06일","84,500","84,500","85,000","83,300","1.32M","-1.63%"
"2017년 04월 05일","85,900","86,800","88,700","85,600","1.20M","0.23%"
"2017년 04월 04일","85,700","87,500","87,600","85,700","595.61K","-1.49%"
"2017년 04월 03일","87,000","83,500","87,000","83,400","860.93K","4.69%"
"2017년 04월 02일","83,100","83,100","83,100","83,100","-","0.00%"
"2017년 03월 31일","83,100","83,500","83,700","82,700","178.63K","0.36%"
"2017년 03월 30일","82,800","84,100","84,100","82,700","229.51K","-1.19%"
"2017년 03월 29일","83,800","84,000","84,100","82,900","241.88K","0.72%"
"2017년 03월 28일","83,200","83,300","84,000","82,400","345.41K","0.36%"
"2017년 03월 27일","82,900","83,400","84,200","82,800","317.91K","-1.43%"
"2017년 03월 26일","84,100","84,100","84,100","84,100","-","0.00%"
"2017년 03월 24일","84,100","86,200","86,200","83,100","536.53K","-2.10%"
"2017년 03월 23일","85,900","86,700","86,700","85,400","310.40K","-0.81%"
"2017년 03월 22일","86,600","85,500","86,700","84,700","475.36K","0.58%"
"2017년 03월 21일","86,100","85,000","86,200","84,300","514.97K","1.41%"
"2017년 03월 20일","84,900","84,700","85,200","82,500","505.74K","1.07%"
"2017년 03월 19일","84,000","84,000","84,000","84,000","0.10K","0.00%"
"2017년 03월 17일","84,000","83,800","84,100","83,200","220.33K","0.24%"
"2017년 03월 16일","83,800","82,900","83,800","81,500","467.98K","1.95%"
"2017년 03월 15일","82,200","83,600","83,800","82,000","317.31K","-1.56%"
"2017년 03월 14일","83,500","84,600","84,800","82,600","624.67K","-1.53%"
"2017년 03월 13일","84,800","85,400","85,500","84,000","339.01K","-0.59%"
"2017년 03월 12일","85,300","85,300","85,300","85,300","0.01K","0.00%"
"2017년 03월 10일","85,300","83,500","85,800","81,600","500.72K","3.02%"
"2017년 03월 09일","82,800","83,500","84,900","82,800","348.97K","-0.24%"
"2017년 03월 08일","83,000","84,200","84,300","82,700","285.81K","-0.84%"
"2017년 03월 07일","83,700","83,600","84,300","82,600","277.13K","-0.12%"
"2017년 03월 06일","83,800","85,000","85,700","83,600","369.13K","-2.33%"
"2017년 03월 05일","85,800","85,800","85,800","85,800","0.02K","0.00%"
"2017년 03월 03일","85,800","85,000","86,500","84,400","396.02K","0.59%"
"2017년 03월 02일","85,300","86,000","86,100","84,500","353.57K","-0.12%"
"2017년 03월 01일","85,400","85,400","85,400","85,400","0.06K","0.00%"
"2017년 02월 28일","85,400","86,500","86,800","84,900","443.73K","-0.47%"
"2017년 02월 27일","85,800","87,500","87,900","85,700","329.78K","-2.61%"
"2017년 02월 26일","88,100","88,100","88,100","88,100","0.13K","0.00%"
"2017년 02월 24일","88,100","88,500","89,600","87,600","369.13K","0.23%"
"2017년 02월 23일","87,900","89,100","89,500","87,600","505.28K","-1.79%"
"2017년 02월 22일","89,500","88,600","90,200","88,200","1.03M","1.24%"
"2017년 02월 21일","88,400","85,700","89,100","85,700","1.57M","4.25%"
"2017년 02월 20일","84,800","84,400","85,300","83,600","293.75K","0.12%"
"2017년 02월 19일","84,700","84,700","84,700","84,700","0.15K","0.00%"
"2017년 02월 17일","84,700","82,400","85,300","82,400","562.90K","2.79%"
"2017년 02월 16일","82,400","84,600","84,800","82,200","568.74K","-2.94%"
"2017년 02월 15일","84,900","85,100","85,600","84,100","320.24K","0.00%"
"2017년 02월 14일","84,900","84,000","85,300","83,000","426.05K","0.95%"
"2017년 02월 13일","84,100","85,400","85,500","83,700","396.84K","-1.18%"
"2017년 02월 12일","85,100","85,100","85,100","85,100","0.29K","0.00%"
"2017년 02월 10일","85,100","85,300","86,300","84,100","790.37K","-0.35%"
"2017년 02월 09일","85,400","81,700","85,700","81,300","1.55M","7.02%"
"2017년 02월 08일","79,800","78,800","79,800","77,800","268.79K","1.92%"
"2017년 02월 07일","78,300","77,000","79,100","77,000","173.05K","1.29%"
"2017년 02월 06일","77,300","78,100","78,500","77,000","168.69K","-0.90%"
"2017년 02월 05일","78,000","78,000","78,000","78,000","0.16K","0.00%"
"2017년 02월 03일","78,000","78,000","78,500","77,500","175.64K","0.39%"
"2017년 02월 02일","77,700","79,100","80,000","77,600","285.31K","-0.89%"
"2017년 02월 01일","78,400","78,200","78,900","78,000","196.53K","0.90%"
"2017년 01월 31일","77,700","77,200","79,300","76,900","260.52K","0.78%"
"2017년 01월 30일","77,100","77,100","77,100","77,100","0.13K","0.00%"
"2017년 01월 26일","77,100","76,200","77,700","76,200","240.61K","1.31%"
"2017년 01월 25일","76,100","78,300","79,200","76,100","549.98K","-3.43%"
"2017년 01월 24일","78,800","79,500","79,700","78,800","177.50K","-0.25%"
"2017년 01월 23일","79,000","80,000","80,300","78,400","338.06K","-1.74%"
"2017년 01월 22일","80,400","80,400","80,400","80,400","0.10K","0.00%"
"2017년 01월 20일","80,400","81,800","82,200","80,300","284.04K","-2.31%"
"2017년 01월 19일","82,300","80,700","82,300","80,500","245.80K","1.48%"
"2017년 01월 18일","81,100","82,200","82,600","80,300","183.93K","-0.98%"
"2017년 01월 17일","81,900","82,600","83,400","81,400","228.66K","-0.85%"
"2017년 01월 16일","82,600","84,400","84,500","82,400","203.77K","-1.55%"
"2017년 01월 15일","83,900","83,900","83,900","83,900","0.03K","0.00%"
"2017년 01월 13일","83,900","81,900","84,400","81,600","480.46K","2.44%"
"2017년 01월 12일","81,900","83,500","83,700","81,900","251.01K","-1.56%"
"2017년 01월 11일","83,200","82,000","83,700","81,600","270.07K","1.46%"
"2017년 01월 10일","82,000","82,600","83,500","81,500","326.40K","-0.97%"
"2017년 01월 09일","82,800","84,200","84,500","82,500","234.74K","-1.08%"
"2017년 01월 08일","83,700","83,700","83,700","83,700","0.40K","0.00%"
"2017년 01월 06일","83,700","84,400","84,500","82,200","408.89K","-0.36%"
"2017년 01월 05일","84,000","85,000","86,000","84,000","610.89K","-0.36%"
"2017년 01월 04일","84,300","80,400","85,100","80,300","1.22M","5.38%"
"2017년 01월 03일","80,000","77,200","80,000","77,000","444.38K","4.30%"
"2017년 01월 02일","76,700","77,400","77,600","76,600","142.52K","-0.39%"
"2017년 01월 01일","77,000","77,000","77,000","77,000","0.05K","0.00%"
"2016년 12월 29일","77,000","75,700","77,000","75,300","200.93K","1.99%"
"2016년 12월 28일","75,500","75,000","75,900","74,700","200.97K","0.94%"
"2016년 12월 27일","74,800","75,500","75,600","74,600","236.21K","-0.40%"
"2016년 12월 26일","75,100","75,000","75,800","75,000","131.23K","0.13%"
"2016년 12월 23일","75,000","75,500","75,900","74,500","267.52K","0.27%"
"2016년 12월 22일","74,800","76,500","76,900","74,800","274.60K","-1.71%"
"2016년 12월 21일","76,100","77,400","77,400","76,100","204.17K","-1.04%"
"2016년 12월 20일","76,900","78,300","79,100","76,900","174.70K","-1.66%"
"2016년 12월 19일","78,200","77,700","79,300","77,700","150.98K","0.90%"
"2016년 12월 18일","77,500","77,500","77,500","77,500","0.16K","0.00%"
"2016년 12월 16일","77,500","78,300","78,400","77,400","140.11K","-0.77%"
"2016년 12월 15일","78,100","78,700","79,300","77,300","179.56K","-0.76%"
"2016년 12월 14일","78,700","79,900","81,000","78,700","280.46K","-0.63%"
"2016년 12월 13일","79,200","79,600","79,800","78,400","190.74K","-0.50%"
"2016년 12월 12일","79,600","80,000","80,600","78,700","314.87K","0.25%"
"2016년 12월 11일","79,400","79,400","79,400","79,400","-","0.00%"
"2016년 12월 09일","79,400","76,300","79,400","76,000","290.81K","4.06%"
"2016년 12월 08일","76,300","75,900","77,200","75,400","199.63K","1.60%"
"2016년 12월 07일","75,100","74,800","75,600","74,800","115.32K","0.00%"
"2016년 12월 06일","75,100","75,500","76,200","74,700","133.04K","0.54%"
"2016년 12월 05일","74,700","74,700","76,800","74,300","191.13K","-0.80%"
"2016년 12월 04일","75,300","75,300","75,300","75,300","0.06K","0.00%"
"2016년 12월 02일","75,300","76,700","77,200","75,200","189.37K","-1.83%"
"2016년 12월 01일","76,700","77,300","78,700","76,700","187.10K","-1.29%"
"2016년 11월 30일","77,700","79,500","79,900","77,700","249.84K","-2.63%"
"2016년 11월 29일","79,800","79,600","81,100","79,100","193.30K","0.50%"
"2016년 11월 28일","79,400","81,400","81,400","79,100","212.39K","-2.34%"
"2016년 11월 25일","81,300","80,700","81,600","80,300","168.91K","0.74%"
"2016년 11월 24일","80,700","81,700","82,000","80,400","173.52K","-1.47%"
"2016년 11월 23일","81,900","81,800","82,400","80,600","273.02K","0.12%"
"2016년 11월 22일","81,800","79,000","82,000","79,000","343.90K","3.54%"
"2016년 11월 21일","79,000","80,400","80,500","78,300","186.29K","-2.11%"
"2016년 11월 20일","80,700","80,700","80,700","80,700","0.04K","0.00%"
"2016년 11월 18일","80,700","80,600","81,800","80,000","279.43K","-0.37%"
"2016년 11월 17일","81,000","80,600","81,100","79,500","239.21K","0.87%"
"2016년 11월 16일","80,300","76,500","80,500","76,500","565.47K","5.66%"
"2016년 11월 15일","76,000","75,600","77,100","75,300","184.96K","0.26%"
"2016년 11월 14일","75,800","77,800","78,200","75,800","259.38K","-2.57%"
"2016년 11월 11일","77,800","79,800","79,800","76,900","432.73K","-2.38%"
"2016년 11월 10일","79,700","75,300","79,900","75,200","1.18M","11.78%"
"2016년 11월 09일","71,300","74,300","74,600","69,900","528.50K","-4.04%"
"2016년 11월 08일","74,300","74,300","74,500","73,800","142.76K","0.81%"
"2016년 11월 07일","73,700","73,200","74,200","73,100","155.28K","0.68%"
"2016년 11월 06일","73,200","73,200","73,200","73,200","0.09K","0.00%"
"2016년 11월 04일","73,200","71,200","74,000","71,200","280.52K","2.52%"
"2016년 11월 03일","71,400","70,400","72,600","70,300","383.10K","0.14%"
"2016년 11월 02일","71,300","74,000","74,500","71,300","638.57K","-4.42%"
"2016년 11월 01일","74,600","75,600","76,600","74,000","386.34K","-2.36%"
"2016년 10월 31일","76,400","79,600","79,900","76,400","495.24K","-4.02%"
"2016년 10월 30일","79,600","79,600","79,600","79,600","0.08K","0.00%"
"2016년 10월 28일","79,600","80,900","81,100","79,600","297.50K","-2.09%"
"2016년 10월 27일","81,300","80,900","81,800","80,800","122.58K","0.49%"
"2016년 10월 26일","80,900","82,400","82,500","80,400","189.00K","-1.70%"
"2016년 10월 25일","82,300","80,300","82,700","80,300","304.82K","1.98%"
"2016년 10월 24일","80,700","81,700","81,700","80,500","149.11K","0.12%"
"2016년 10월 23일","80,600","80,600","80,600","80,600","0.00K","0.00%"
"2016년 10월 21일","80,600","81,600","81,700","80,400","191.67K","-0.49%"
"2016년 10월 20일","81,000","82,100","82,900","81,000","278.01K","-0.86%"
"2016년 10월 19일","81,700","81,000","82,200","80,400","245.79K","1.11%"
